host,host count, client count, distinct client count
www.wehealthgene.com, 6, 6, 4, 
192.168.99.101, 9, 9, 1, 
maupiti, 12, 12, 1, 
qcloud.biochen.com, 2, 2, 1, 
localhost:2000, 229, 229, 12, 
172.20.174.129, 5, 5, 2, 
dev.jbrowse.mcmaster.ca, 10, 10, 1, 
jorvisvm-lx.igs.umaryland.edu, 311, 311, 20, 
172.26.30.120, 2, 2, 1, 
localhost:8686, 1, 1, 1, 
data.koalagenome.org:8686, 5, 5, 2, 
210.72.92.144, 187, 187, 5, 
115.146.90.94, 5, 5, 3, 
aea.sysu.edu.cn, 65, 65, 11, 
www.jianminzhou.cn, 7, 7, 1, 
133.48.62.183, 12, 12, 2, 
192.168.1.4:8000, 2, 2, 1, 
zealous-ubuntu:8000, 3, 3, 1, 
115.146.90.123, 4, 4, 3, 
10.0.2.15, 21, 21, 2, 
ngspipelines2.toulouse.inra.fr:9006, 7, 7, 4, 
ec2-54-165-111-50.compute-1.amazonaws.com, 1, 1, 1, 
headnode, 478, 478, 5, 
schopsqa.pdx.aws, 14, 14, 1, 
gcorre.net, 1, 1, 1, 
hpc1, 4, 4, 1, 
10.1.1.22, 333, 333, 4, 
133.26.84.82, 218, 218, 2, 
solgenomics.sgn.cornell.edu, 6, 6, 6, 
local.jbrowse, 73, 73, 2, 
pieriandxproddevp.pdx.aws, 1, 1, 1, 
cedarssinaiopsqa.pdx.aws, 121, 121, 3, 
54.242.36.82, 8, 8, 2, 
users.soe.ucsc.edu, 5, 5, 1, 
ec2-54-164-91-200.compute-1.amazonaws.com, 5, 5, 2, 
115.146.90.213, 3, 3, 1, 
ec2-54-227-212-2.compute-1.amazonaws.com, 1, 1, 1, 
albiorix.bioenv.gu.se:8080, 961, 961, 151, 
localhost:8087, 516, 516, 15, 
115.146.90.226, 72, 72, 9, 
ec2-52-87-241-55.compute-1.amazonaws.com, 6, 6, 1, 
mcgopsqa.pdx.aws, 5, 5, 1, 
watson.plantphys.umu.se:8097, 1, 1, 1, 
www.ebi.ac.uk, 4, 4, 4, 
ec2-54-89-142-119.compute-1.amazonaws.com, 2, 2, 1, 
52.37.44.98, 53, 53, 12, 
127.0.0.1:8087, 15, 15, 1, 
192.168.99.100:32773, 1, 1, 1, 
140.109.57.178, 94, 94, 22, 
192.168.1.105, 11, 11, 1, 
genome.enome.io, 28, 28, 3, 
pennycress.umn.edu., 1, 1, 1, 
ccbb.jnu.ac.in, 558, 558, 9, 
meta.jsm.co.jp, 2, 2, 1, 
bio-dev-jbrowse.rz.rijkzwaan.net:8080, 1, 1, 1, 
www.imtech.res.in, 11, 11, 10, 
cerbero.ba.itb.cnr.it, 190, 190, 4, 
peanutbase-stage.agron.iastate.edu, 109, 109, 3, 
ec2-54-173-110-94.compute-1.amazonaws.com, 1, 1, 1, 
172.16.113.217, 2, 2, 1, 
www.lncrna.info, 9, 9, 7, 
10.0.7.235, 10, 10, 5, 
10.6.0.76:8008, 8, 8, 1, 
115.146.90.29, 5, 5, 2, 
ellens-macbook:8000, 3, 3, 1, 
dna.kps.ku.ac.th, 16, 16, 5, 
192.168.20.39, 1, 1, 1, 
arabica.nhgri.nih.gov, 44, 44, 9, 
10.240.3.49, 12, 12, 2, 
jlmwiki.plantbio.uga.edu, 17, 17, 4, 
ec2-54-209-65-41.compute-1.amazonaws.com, 1, 1, 1, 
jbrowse.www.dev, 1, 1, 1, 
192.168.1.229:8081, 103, 103, 2, 
www.whiteflygenomics.org, 1, 1, 1, 
hlbws.sgn.cornell.edu, 1, 1, 1, 
cyhwang.net, 9, 9, 2, 
scatool01.takeda.co.jp, 13, 13, 1, 
172.26.30.120:8080, 2, 2, 1, 
plant1.kazusa.or.jp:8080, 2, 2, 1, 
54.172.143.1, 7, 7, 2, 
166.111.156.51, 4, 4, 1, 
chlamydomonas.iab.keio.ac.jp, 2, 2, 1, 
52.41.107.111:8443, 97, 97, 2, 
137.158.155.168:8080, 3, 3, 1, 
ec2-54-164-97-215.compute-1.amazonaws.com, 4, 4, 2, 
ivis-dev:8010, 199, 199, 6, 
tokyogw.bits.cc, 783, 783, 32, 
gcc.genome.edu.au, 89, 89, 20, 
54.186.33.153:8443, 27, 27, 1, 
www.zflnc.org, 4, 4, 1, 
jbrowse.zflnc.org, 24, 24, 12, 
192.168.30.216:1561, 77, 77, 2, 
ec2-52-91-90-174.compute-1.amazonaws.com, 1, 1, 1, 
92.222.82.29, 13, 13, 1, 
ec2-54-172-143-1.compute-1.amazonaws.com, 2, 2, 1, 
158.108.145.118, 143, 143, 38, 
www.citrusgreening.org, 1, 1, 1, 
localhost:8011, 5, 5, 1, 
nlfij-s3003:8080, 2, 2, 1, 
bio-dev-jbrowse, 1, 1, 1, 
zflnc.biochen.com, 3, 3, 3, 
10.93.132.25, 1365, 1365, 7, 
jbrowse.bios.co:1561, 35, 35, 17, 
ec2-52-41-61-38.us-west-2.compute.amazonaws.com, 2, 2, 2, 
ec2-52-37-75-229.us-west-2.compute.amazonaws.com, 4, 4, 2, 
172.21.53.53:443, 1, 1, 1, 
www.benagen.com, 1, 1, 1, 
demo.sanbi.ac.za:8080, 2, 2, 1, 
bioinformatics.fafu.edu.cn, 18, 18, 1, 
tauber-data2.haifa.ac.il:3000, 34, 34, 9, 
210.72.92.137, 9, 9, 1, 
www-rcf.usc.edu, 7, 7, 4, 
210.72.92.128, 18, 18, 1, 
10.8.10.64, 2, 2, 1, 
ec2-107-21-85-13.compute-1.amazonaws.com, 2, 2, 1, 
113.109.24.203:81, 3, 3, 1, 
210.46.80.146, 618, 618, 158, 
120.27.120.99, 35, 35, 3, 
www.skychristmasstocking.com, 2, 2, 2, 
prime-seq.ohsu.edu, 865, 865, 25, 
10.0.53.135:8080, 1, 1, 1, 
10.0.53.136, 11, 11, 1, 
galaxylab.mcmaster.ca, 33, 33, 20, 
192.241.183.82, 1, 1, 1, 
archervm.ohsu.edu, 1, 1, 1, 
bioinfo.ihb.ac.cn, 146, 146, 8, 
thehive.otago.ac.nz, 27, 27, 4, 
128.233.222.29, 139, 139, 7, 
52.38.206.65:8443, 91, 91, 3, 
164.125.233.58, 2, 2, 1, 
10.209.0.204, 45, 45, 7, 
hastings.rgd.mcw.edu, 1, 1, 1, 
simrbasedev.sgc.loc, 201, 201, 2, 
raid2016.nibb.ac.jp:8001, 5, 5, 2, 
hiro.cs.nmsu.edu:8082, 89, 89, 11, 
aardwolf.bio.indiana.edu:7082, 287, 287, 10, 
211.69.128.148:8087, 10, 10, 3, 
www.shengtingsystemsbiology.com, 8, 8, 2, 
ngschool.eu, 17, 17, 1, 
dh135, 597, 597, 3, 
ec2-107-23-254-6.compute-1.amazonaws.com, 15, 15, 1, 
localhost:8302, 159, 159, 1, 
43.240.98.150, 1, 1, 1, 
43.240.98.154, 7, 7, 2, 
localhost:8088, 7, 7, 2, 
tpla.psc.ac.cn, 5, 5, 2, 
192.168.1.132:8014, 1, 1, 1, 
markerbase.labkm.net, 16, 16, 3, 
jbrowse.ncgas.indiana.edu, 223, 223, 40, 
ec2-52-38-121-18.us-west-2.compute.amazonaws.com, 2, 2, 1, 
192.168.138.94, 264, 264, 3, 
jbrowse.intermine.org, 3832, 3832, 538, 
192.168.50.162, 13, 13, 1, 
www.patric.local, 4, 4, 1, 
10.10.241.175, 9, 9, 1, 
43.240.98.201, 5, 5, 5, 
ec2-107-21-12-145.compute-1.amazonaws.com, 2, 2, 1, 
edged128.lanl.gov, 60, 60, 2, 
192.168.74.51, 1, 1, 1, 
222.195.92.17, 2, 2, 2, 
172.28.1.172:1338, 4, 4, 1, 
10.200.131.19, 33, 33, 1, 
dev:8023, 19, 19, 1, 
156.40.242.42, 1, 1, 1, 
192.168.5.182, 9, 9, 2, 
nike.snu.ac.kr:7776, 435, 435, 35, 
www.modhep.org, 1, 1, 1, 
localhost:2380, 2, 2, 1, 
10.42.0.5:8080, 817, 817, 2, 
ec2-54-209-241-186.compute-1.amazonaws.com, 40, 40, 2, 
ec2-54-243-7-27.compute-1.amazonaws.com, 10, 10, 1, 
ec2-52-90-109-219.compute-1.amazonaws.com, 1, 1, 1, 
192.168.0.5, 155, 155, 9, 
137.189.43.231, 513, 513, 12, 
hanwoodb.insilicogen.com, 1, 1, 1, 
www.bio-bigdata.com, 60, 60, 5, 
202.195.250.106:8080, 110, 110, 23, 
jcdb.xtbg.ac.cn, 118, 118, 17, 
watson.plantphys.umu.se:9050, 63, 63, 7, 
158.109.215.179, 23, 23, 4, 
192.168.118.74, 4, 4, 1, 
10.10.10.36, 1, 1, 1, 
popfly.uab.cat, 1825, 1825, 96, 
10.253.21.59, 14, 14, 1, 
149.155.245.141, 17, 17, 2, 
skeeze.net, 3, 3, 1, 
ecoevo.unit.oist.jp, 1, 1, 1, 
revgenomics.com, 42, 42, 4, 
192.168.4.189, 6, 6, 2, 
hypnos.freeboxos.fr, 4, 4, 2, 
52.18.1.94:9050, 188, 188, 12, 
bbric-pipelines.toulouse.inra.fr, 2546, 2546, 134, 
iomics.interpretomics.co, 114, 114, 16, 
archer.paradigmdx.com, 3, 3, 1, 
10.200.131.25, 14, 14, 1, 
10.85.8.182:8080, 2, 2, 1, 
www.cyhwang.net, 1, 1, 1, 
bldr-tst-analysis-04, 22, 22, 4, 
10.9.31.78, 1, 1, 1, 
ec2-54-172-85-76.compute-1.amazonaws.com, 5, 5, 2, 
service.dev.sgi.bio, 1, 1, 1, 
antibody-vm2.pfizer.com, 25, 25, 1, 
52.42.38.188, 1, 1, 1, 
www.yuyufei.cn, 278, 278, 12, 
mail.126.com, 1, 1, 1, 
bioinf-portal.kws.de, 69, 69, 4, 
bio-dev-jbrowse-01.dev.rd.rijkzwaan.net, 538, 538, 4, 
172.20.241.84:8080, 2, 2, 1, 
jbrowse-nrgene-server, 158, 158, 1, 
icugi1.plantshub.net, 43, 43, 2, 
ec2-54-85-193-86.compute-1.amazonaws.com, 6, 6, 1, 
192.168.2.44, 1, 1, 1, 
192.168.0.106, 4, 4, 1, 
plant1.kazusa.or.jp, 43, 43, 1, 
lfz043.ust.hk, 214, 214, 7, 
10.44.233.61:8443, 28, 28, 1, 
chogenome.am.lilly.com, 139, 139, 32, 
cgp-jbrowse-dev.internal.sanger.ac.uk:9000, 20, 20, 2, 
jbrowse-7el-server, 64, 64, 1, 
114.214.166.79, 74, 74, 2, 
210.75.224.110, 1, 1, 1, 
3e39e628.ngrok.io, 1, 1, 1, 
910ec024.ngrok.io, 1, 1, 1, 
mac-mini.local:8080, 7, 7, 1, 
bioinf-thanks.mind.meiji.ac.jp, 6, 6, 2, 
192.168.0.100:8081, 1, 1, 1, 
36.110.17.162:8081, 26, 26, 7, 
biofs05, 3, 3, 1, 
ai-jbrowsedev1.niaid.nih.gov, 3, 3, 3, 
tcap, 7, 7, 1, 
jbrowse.bioinf.be, 13, 13, 1, 
ec2-54-208-169-42.compute-1.amazonaws.com, 11, 11, 1, 
localhost:8200, 34, 34, 5, 
bioinformatica.cenicana.org, 42, 42, 1, 
ec2-54-224-234-187.compute-1.amazonaws.com, 2, 2, 2, 
www.spider.0t0.jp, 1, 1, 1, 
skychristmasstocking.com, 1, 1, 1, 
211.69.140.130, 457, 457, 67, 
pathos:8085, 3, 3, 1, 
10.255.178.251, 20, 20, 2, 
10.0.10.6, 100, 100, 2, 
0.0.0.0:8000, 185, 185, 2, 
54.210.180.115:9003, 8, 8, 1, 
10.37.0.245, 192, 192, 3, 
cbs-bbrowse.oit.umn.edu, 18, 18, 4, 
localhost:10001, 97, 97, 4, 
localhost:10002, 36, 36, 1, 
hegemon.ucsd.edu, 48, 48, 4, 
ngspipelines2.toulouse.inra.fr:9010, 7, 7, 2, 
ngspipelines.toulouse.inra.fr:9017, 19, 19, 2, 
192.168.0.47:8085, 38, 38, 1, 
0.0.0.0:9090, 1, 1, 1, 
genomics.fcav.unesp.br, 102, 102, 8, 
targetpath, 1, 1, 1, 
test.rgd.mcw.edu, 30, 30, 4, 
192.168.159.128:8085, 8, 8, 1, 
ec2-52-91-245-247.compute-1.amazonaws.com, 7, 7, 2, 
137.205.69.175, 1, 1, 1, 
pi.es.dupont.com, 1, 1, 1, 
reporter01, 1, 1, 1, 
ec2-75-101-222-114.compute-1.amazonaws.com, 5, 5, 2, 
lint78.pythonanywhere.com, 235, 235, 8, 
ec2-52-90-133-25.compute-1.amazonaws.com, 12, 12, 1, 
heliodor.nki.nl, 91, 91, 1, 
vollbrechtlab.gdcb.iastate.edu, 2, 2, 1, 
54.242.161.130, 4, 4, 2, 
54.172.183.196, 3, 3, 2, 
128.192.203.33:443, 1, 1, 1, 
jbrowse-804915623.us-east-1.elb.amazonaws.com, 1, 1, 1, 
ec2-54-172-183-196.compute-1.amazonaws.com, 12, 12, 3, 
minimac.local:8080, 24, 24, 1, 
est.kazusa.or.jp, 6, 6, 2, 
192.168.50.14:1340, 6, 6, 1, 
192.168.118.15:9976, 4, 4, 1, 
clovergarden.jp, 39, 39, 14, 
www.clovergarden.jp, 5, 5, 1, 
viewer.genomenext.net, 514, 514, 68, 
www.byanbioinfo.org, 8, 8, 2, 
10.0.0.29, 176, 176, 2, 
10.0.96.180, 7, 7, 1, 
192.168.1.5, 150, 150, 2, 
132.236.156.159, 87, 87, 23, 
arctsts.enhnet.org, 34, 34, 1, 
217.146.218.134, 347, 347, 43, 
lncrna.info, 1, 1, 1, 
www.animalgenome.org, 11, 11, 9, 
192.168.2.79, 190, 190, 10, 
52.39.58.132, 13, 13, 2, 
114.214.167.30, 25, 25, 16, 
ec2-54-226-195-91.compute-1.amazonaws.com, 5, 5, 2, 
biofrontiers.mind.meiji.ac.jp, 80, 80, 2, 
52.39.183.154, 4, 4, 1, 
52.39.183.154:3000, 32, 32, 6, 
192.168.100.65, 149, 149, 2, 
202.116.90.9, 185, 185, 3, 
mallorn.pirbright.ac.uk, 43, 43, 9, 
ec2-52-91-18-31.compute-1.amazonaws.com, 16, 16, 2, 
ec2-54-159-190-145.compute-1.amazonaws.com, 1, 1, 1, 
ssf-aqg-wsk03, 285, 285, 2, 
apollo-dev.nal.usda.gov:8081, 1, 1, 1, 
ec2-54-157-245-183.compute-1.amazonaws.com, 22, 22, 2, 
animalgenome.org, 1, 1, 1, 
www.revgenomics.com, 1, 1, 1, 
www.shengtinggenomics.com, 17, 17, 7, 
www.animalgenome.org:2211, 6, 6, 1, 
lipmcinfosc:32130, 15, 15, 1, 
www2.ngl-science.com, 5, 5, 2, 
10.111.172.123, 5, 5, 1, 
192.168.20.109, 124, 124, 1, 
192.168.0.108, 93, 93, 1, 
webcache.googleusercontent.com, 1, 1, 1, 
192.168.25.16, 3, 3, 1, 
10.74.218.50, 23, 23, 2, 
132.66.114.84, 309, 309, 5, 
power5, 4, 4, 2, 
10.74.218.9, 4, 4, 1, 
129.194.103.185:32768, 1, 1, 1, 
ec2-52-91-159-21.compute-1.amazonaws.com, 32, 32, 1, 
134.192.156.202:8080, 366, 366, 17, 
192.168.202.128, 86, 86, 3, 
192.168.0.7, 199, 199, 3, 
10.171.5.38:8081, 131, 131, 8, 
pevzner.bioinformatics.nl:8006, 1, 1, 1, 
ec2-54-82-170-222.compute-1.amazonaws.com, 9, 9, 1, 
52.40.166.60:3000, 63, 63, 4, 
a017434:8080, 26, 26, 1, 
ec2-54-84-248-49.compute-1.amazonaws.com, 12, 12, 1, 
sulab.scripps.edu, 320, 320, 36, 
134.192.156.201:8080, 88, 88, 13, 
ec2-52-63-195-97.ap-southeast-2.compute.amazonaws.com, 1, 1, 1, 
rcwebapps1.dfci.harvard.edu, 9, 9, 1, 
59.79.248.12, 25, 25, 7, 
134.7.57.219:8081, 21, 21, 1, 
lncrna.smu.edu.cn, 1, 1, 1, 
slack.com, 1, 1, 1, 
d3ryb6fdebgpg.cloudfront.net, 32, 32, 6, 
aura.science.unitn.it., 44, 44, 5, 
172.24.108.82, 78, 78, 7, 
192.168.32.129, 3, 3, 1, 
192.168.13.43, 19, 19, 1, 
170.212.222.50, 13, 13, 3, 
bldr-tst-analysis-08, 2, 2, 1, 
icebox.lbl.gov:8082, 1, 1, 1, 
ec2-52-64-145-197.ap-southeast-2.compute.amazonaws.com, 1, 1, 1, 
pft1002.dna.affrc.go.jp, 5, 5, 1, 
tll-rv1.tll.org.sg, 1, 1, 1, 
apollo.ppglab.org, 1267, 1267, 63, 
dgvbrowser.uab.es, 2, 2, 1, 
putmantime.github.io, 66, 66, 18, 
bldr-prd-analysis-ir, 4, 4, 1, 
ec2-54-205-122-143.compute-1.amazonaws.com, 8, 8, 3, 
192.168.56.101:8080, 18, 18, 7, 
galaxy.ust.hk, 4, 4, 1, 
10.189.154.53:8000, 1, 1, 1, 
solyc.solgenomics.net, 2, 2, 1, 
140.113.29.227:49998, 164, 164, 10, 
spore.ibb.waw.pl:8080, 103, 103, 2, 
www.computationalbiology.ufpa.br, 6, 6, 1, 
begonia.hort.vt.edu:8080, 3, 3, 2, 
localhost:852, 1, 1, 1, 
simrbasedev.sgc.loc:8080, 42, 42, 2, 
apps.araport.org, 6, 6, 1, 
128.123.63.76:8082, 1, 1, 1, 
147.46.172.224, 91, 91, 11, 
www.interomics.eu, 277, 277, 13, 
www.titinviewer.net, 66, 66, 9, 
192.168.7.218, 1, 1, 1, 
qbrc2.swmed.edu, 20, 20, 4, 
bioinfo.deinfo.uepg.br, 134, 134, 9, 
10.7.82.205, 17, 17, 4, 
192.168.136.135:81, 3, 3, 1, 
sjcbiodev.driscolls.com, 1, 1, 1, 
121.196.214.184, 2, 2, 1, 
s1.accurascience.com, 11, 11, 1, 
192.168.14.85, 231, 231, 1, 
gmod2, 24, 24, 1, 
10.10.10.41:1337, 319, 319, 2, 
adama.ifr.ibpc.fr, 156, 156, 3, 
10.102.2.102:8989, 3, 3, 2, 
10.18.0.21, 26, 26, 1, 
ec2-54-208-0-65.compute-1.amazonaws.com, 14, 14, 1, 
160.10.11.235, 1, 1, 1, 
www.area4.mi.cnr.it, 22, 22, 4, 
157.92.24.222:8080, 77, 77, 3, 
192.168.56.129, 1, 1, 1, 
10.26.25.53, 2, 2, 1, 
kitbase.ucdavis.edu, 377, 377, 61, 
192.168.101.30, 63, 63, 1, 
115.146.89.155, 1, 1, 1, 
127.0.0.1:6143, 1, 1, 1, 
10.88.34.68:8443, 454, 454, 2, 
147.47.106.128, 3, 3, 1, 
spore.ibb.waw.pl, 159, 159, 7, 
ced.medisapiens.com, 630, 630, 17, 
titinviewer.net, 9, 9, 1, 
10.0.126.34, 1, 1, 1, 
132.236.156.134, 4, 4, 1, 
ec2-54-198-74-158.compute-1.amazonaws.com, 6, 6, 1, 
urgi148:8080, 67, 67, 4, 
ec2-54-157-14-77.compute-1.amazonaws.com, 2, 2, 1, 
192.168.56.10:7082, 391, 391, 1, 
192.168.1.33, 7, 7, 3, 
192.168.1.38, 43, 43, 2, 
193.200.1.7, 22, 22, 2, 
localhost:9200, 253, 253, 8, 
192.168.80.231, 6, 6, 1, 
dbsecsys.bhsai.org, 156, 156, 26, 
128.146.132.152, 24, 24, 4, 
192.168.202.5, 21, 21, 1, 
genome.rc.fas.harvard.edu:8080, 8, 8, 1, 
uamsopsqa.pdx.aws, 9, 9, 1, 
yt, 6, 6, 1, 
203.101.228.52:8080, 85, 85, 14, 
ec2-54-196-149-154.compute-1.amazonaws.com, 3, 3, 2, 
mmodev, 43, 43, 1, 
clogmia.test.crg.eu, 218, 218, 4, 
172.28.1.100, 2, 2, 1, 
118.159.189.228, 217, 217, 6, 
bldr-tst-analysis-10, 25, 25, 6, 
aws1.zhang-lab.org, 1, 1, 1, 
www.google.es, 1, 1, 1, 
bbcf-serv03.epfl.ch, 4, 4, 1, 
172.28.1.100:1339, 127, 127, 4, 
compute2.bioinfo.wsu.edu:8080, 4, 4, 1, 
43.240.97.202, 1, 1, 1, 
192.168.1.35, 56, 56, 12, 
test-bioinfo, 405, 405, 5, 
130.92.155.128, 11, 11, 2, 
192.168.1.36, 1, 1, 1, 
10.188.181.12, 27, 27, 1, 
147.99.255.142, 170, 170, 4, 
aplysiagenetools.org, 3, 3, 1, 
52.43.92.164:3000, 7, 7, 1, 
localhost:32768, 4, 4, 1, 
syslab5.nchu.edu.tw, 3, 3, 1, 
shoofly.local, 3, 3, 1, 
127.0.1.1, 98, 98, 15, 
matsui-lab.riken.jp, 1396, 1396, 13, 
124.207.226.177:8081, 98, 98, 6, 
hentze2.embl.de, 218, 218, 1, 
lbb.cnpae.embrapa.br, 174, 174, 4, 
archer4011ipu, 1, 1, 1, 
cgp-jbrowse-dev:9876, 1, 1, 1, 
ec2-54-173-26-223.compute-1.amazonaws.com, 4, 4, 2, 
wadsworth.org, 4, 4, 1, 
210.34.81.56, 305, 305, 12, 
115.146.86.2, 2, 2, 1, 
172.20.20.233, 13, 13, 1, 
ecse001001bd.epam.com:81, 10, 10, 1, 
abrpi.genome.edu.au, 107, 107, 30, 
heptamer.tamu.edu, 3, 3, 3, 
genomes.anatomy.otago.ac.nz, 70, 70, 12, 
130.235.44.220, 1, 1, 1, 
52.37.237.120:8443, 26, 26, 2, 
nod6, 129, 129, 1, 
ecse001001be.epam.com:69, 15, 15, 2, 
130.239.12.234:10001, 1, 1, 1, 
simrbasedev, 3, 3, 1, 
titan, 42, 42, 3, 
10.22.55.206, 6, 6, 1, 
sbsngsserver.biochem.uci.edu, 113, 113, 36, 
cougar, 1, 1, 1, 
10.96.114.33:8080, 2, 2, 1, 
141.244.134.147, 358, 358, 17, 
localhost:9680, 17, 17, 3, 
211.57.200.66, 123, 123, 1, 
137.189.43.160:8080, 1721, 1721, 38, 
feeds.solgenomics.net, 12, 12, 7, 
130.239.12.232:8099, 2, 2, 2, 
ec2-54-211-187-248.compute-1.amazonaws.com, 1, 1, 1, 
localhost:5800, 469, 469, 2, 
localhost:5801, 129, 129, 2, 
browser.ryantaylor.net, 10, 10, 1, 
cluniobase.cibiv.univie.ac.at, 39, 39, 23, 
10.122.251.40, 11, 11, 3, 
aclsopsqa.pdx.aws, 9, 9, 1, 
bitdev.ent.iastate.edu, 204, 204, 14, 
192.168.20.121, 2, 2, 1, 
10.30.1.114, 1, 1, 1, 
172.20.20.235, 15, 15, 1, 
rkalv058751.kau.roche.com, 2, 2, 1, 
ecse001001be.epam.com:6900, 17, 17, 2, 
www.peanutbase.org, 151, 151, 63, 
browser.cgi.bch.uconn.edu, 69, 69, 7, 
10.200.0.171, 50, 50, 1, 
10.0.12.64, 51, 51, 1, 
conger.bio.indiana.edu:7001, 68, 68, 3, 
115.146.90.0, 1, 1, 1, 
192.168.0.107, 48, 48, 2, 
jbrowse.corp.personalis.com, 18, 18, 4, 
nike.snu.ac.kr:7779, 255, 255, 6, 
10.40.133.113, 25, 25, 1, 
nobel.gedv.pasteur.fr, 759, 759, 10, 
140.113.29.227:49030, 16, 16, 1, 
donking.synpromics.com, 1352, 1352, 1, 
cgp-jbrowse-dev.internal.sanger.ac.uk:9876, 1, 1, 1, 
sponge.bio.indiana.edu, 86, 86, 35, 
192.168.202.3, 8, 8, 1, 
172.20.20.16:2222, 8, 8, 1, 
86.50.169.181:8080, 944, 944, 27, 
jbrowse.johnburch.co.uk, 11, 11, 4, 
134.36.66.185, 24, 24, 1, 
0.0.0.0:8081, 1, 1, 1, 
172.20.4.206, 6, 6, 1, 
asm-microsvcs01.l.synthgeno.global:8989, 113, 113, 5, 
172.20.20.237, 46, 46, 2, 
thoba.sanbi.ac.za:8088, 25, 25, 2, 
uvaopsqa.pdx.aws, 1, 1, 1, 
52.25.103.63:3000, 5, 5, 1, 
192.168.14.101, 130, 130, 1, 
192.168.5.82, 547, 547, 18, 
gph.niid.go.jp, 2582, 2582, 22, 
202.195.250.106:8000, 22, 22, 2, 
mmo, 6, 6, 1, 
ec2-54-242-65-122.compute-1.amazonaws.com, 22, 22, 2, 
192.168.202.4, 12, 12, 1, 
192.168.128.134, 5, 5, 1, 
192.168.0.13:8085, 8, 8, 1, 
localhost:9080, 5, 5, 1, 
192.168.0.13:8900, 29, 29, 1, 
www.solgenomics.org, 5, 5, 5, 
dev.tfiid.med.harvard.edu, 16, 16, 2, 
192.168.5.203:8080, 7, 7, 1, 
genome.lygos.com, 268, 268, 6, 
172.20.20.16:2224, 16, 16, 2, 
192.168.1.9:8900, 60, 60, 2, 
mysites, 34, 34, 2, 
192.168.221.12, 1, 1, 1, 
scicomp-pc-1-1.mpi-cbg.de:8088, 51, 51, 1, 
128.192.99.108:8080, 804, 804, 62, 
192.168.20.27, 10, 10, 1, 
152.7.99.244, 23, 23, 1, 
192.168.20.99, 320, 320, 1, 
10.0.12.60, 563, 563, 1, 
www.burkholderia.ca, 4, 4, 2, 
bioext02.eva.mpg.de, 117, 117, 1, 
nina, 217, 217, 1, 
solcys.solgenomics.net, 10, 10, 1, 
tu07.fralin.vt.edu:8080, 41, 41, 2, 
bioinf.eva.mpg.de, 1758, 1758, 1035, 
genexpdb.ou.edu, 14, 14, 5, 
tfiid.med.harvard.edu, 35, 35, 13, 
52.202.175.109:8888, 18, 18, 1, 
rest.rgd.mcw.edu, 411, 411, 220, 
webapps1.dfci.harvard.edu, 2, 2, 1, 
10.70.2.72, 7, 7, 4, 
128.192.99.108:8085, 3, 3, 1, 
202.112.87.15:8088, 1, 1, 1, 
phenomebrowser.net, 6, 6, 5, 
192.168.1.178, 1, 1, 1, 
172.20.20.240, 219, 219, 1, 
www.hgvd.genome.med.kyoto-u.ac.jp, 3406, 3406, 802, 
localhost:5802, 185, 185, 1, 
172.21.198.120, 35, 35, 1, 
ec2-54-204-223-75.compute-1.amazonaws.com, 1, 1, 1, 
192.168.8.183, 6, 6, 2, 
abt6-deimos.eb.local:8080, 3, 3, 1, 
ec2-54-160-165-85.compute-1.amazonaws.com, 3, 3, 1, 
124.17.27.214, 119, 119, 9, 
10.1.10.23:8080, 13, 13, 1, 
localhost:9000, 185, 185, 11, 
pembertonlab.med.umanitoba.ca, 1, 1, 1, 
128.196.64.244, 9, 9, 2, 
192.168.23.132, 21, 21, 2, 
edwapollo.babs.unsw.edu.au, 63, 63, 8, 
172.20.20.234, 22, 22, 1, 
127.0.0.1:6894, 12, 12, 1, 
megabat.nig.ac.jp, 288, 288, 16, 
192.168.72.130, 1, 1, 1, 
155.198.108.193, 5, 5, 1, 
genomes.stowers.org, 418, 418, 15, 
192.168.202.19, 1, 1, 1, 
seeders.iptime.org:3480, 78, 78, 4, 
172.31.12.104, 26, 26, 1, 
pevzner.bioinformatics.nl:8008, 14, 14, 2, 
ec2-54-226-183-27.compute-1.amazonaws.com, 3, 3, 1, 
localhost:2222, 2, 2, 2, 
ec2-52-90-15-99.compute-1.amazonaws.com, 2, 2, 1, 
192.168.56.102:1337, 80, 80, 3, 
bioinfo-web.mpl.ird.fr, 11, 11, 1, 
sunlab.cau.edu.cn, 329, 329, 14, 
52.209.141.175:10042, 21, 21, 2, 
localhost:2020, 1, 1, 1, 
133.39.116.55:8080, 21, 21, 1, 
172.20.20.242, 47, 47, 1, 
0.0.0.0:1234, 1, 1, 1, 
www.immunobase.org, 5685, 5685, 1126, 
www.bioinfocabd.upo.es, 1055, 1055, 34, 
141.42.185.37, 88, 88, 4, 
localhost:38080, 50, 50, 1, 
52.210.177.116:10016, 2, 2, 1, 
52.210.177.116:10003, 1, 1, 1, 
bika.sanbi.ac.za:8080, 34, 34, 5, 
52.209.141.175:10039, 1, 1, 1, 
52.210.177.116:10009, 2, 2, 1, 
52.209.141.175:10038, 1, 1, 1, 
52.210.177.116:10007, 1, 1, 1, 
chrx:8080, 172, 172, 1, 
ngspipelines2.toulouse.inra.fr:9012, 3, 3, 1, 
192.168.2.211:8080, 1, 1, 1, 
s3.computational.bio.uni-giessen.de, 2, 2, 1, 
10.88.33.44, 22, 22, 1, 
