,833699
ec2-54-146-131-119.compute-1.amazonaws.com,2
172.17.246.179,2
mega0.sysbiol.private.cam.ac.uk,2
zsosvjh.solgenomics.net,2
43.240.99.41,2
130.56.254.135,2
localhost:82,2
127.0.0.1:60387,2
146.118.102.30,2
146.118.102.253,2
127.0.0.1:56957,2
172.16.130.211,2
findfusions.org,2
ec2-54-225-0-173.compute-1.amazonaws.com,2
corallimorpharia.reefgenomics.org,2
www.ftp.solgenomics.net,2
10.125.140.79,2
52.67.207.203,2
192.168.50.160,2
134.192.156.202,2
dev.wormbase.org:9020,2
peanutbase.com,2
183.3.136.110:81,2
65.254.111.55:8080,2
35.8.120.44,2
10.1.10.35:8080,2
aphrodite:8081,2
fcgr.memphis.edu,2
mediadb.peanutbase.com,2
10.8.10.62,2
ngspipelines2.toulouse.inra.fr:9014,2
172.20.20.14:2224,2
132.187.22.105,2
ngspipelines2.toulouse.inra.fr:9011,2
optiplex.cornut.org:8989,2
129.194.96.229:9997,2
t.solgenomics.net,2
medicago.toulouse.inra.fr,2
cancer.sanger.ac.uk.,2
192.168.100.146,2
ec2-54-237-201-240.compute-1.amazonaws.com,2
c66f2fd2.ngrok.io,2
ac7faf23.ngrok.io,2
s7.bi.noble.org:8080,2
aphrodite:3001,2
52.32.150.252,2
bioinf.yzu.edu.cn:8080,2
osono.hci.utah.edu,2
192.168.122.198,2
115.156.162.250,2
192.168.1.120:8080,2
sjcbioint.driscolls.com:82,2
jbrowse-dev,2
localhost:9020,2
172.20.20.235:8080,2
133.28.110.100:8199,2
analysis.tch.harvard.edu,2
hydra.pomona.edu,1
172.31.12.220,1
birdbetatest.isisph.com,1
neuroseq-web.int.janelia.org,1
192.168.0.4:8080,1
10.10.20.6,1
hidenaga2.nig.ac.jp,1
edge-gbti,1
10.128.48.24:8080,1
192.168.8.246:6688,1
192.168.8.240:5555,1
130.56.253.101,1
ec2-52-34-131-67.us-west-2.compute.amazonaws.com,1
210.46.85.173:8011,1
imjbrowse-whattodo.rhcloud.com,1
172.17.1.56,1
192.168.99.101:8081,1
134.192.156.45,1
ngspipelines2.toulouse.inra.fr:9004,1
192.168.100.153,1
pc404515,1
46.101.243.162,1
hs-cas.hundsun.com,1
apollo-stage.nal.usda.gov:8080,1
127.0.0.1:8787,1
10.73.1.254:8081,1
ec2-54-86-193-203.compute-1.amazonaws.com,1
111.85.176.116:16928,1
vm64-217.iplantcollaborative.org,1
stripedbass.animalgenome.org:8080,1
10.180.103.202,1
lithium,1
10.1.91.241,1
ec2-52-37-151-237.us-west-2.compute.amazonaws.com,1
scps-web1.scu.edu.au,1
bert:8000,1
dev.cocoagendb.cirad.fr,1
mcg.ustc.edu.cn,1
dev.wormbase.org,1
mibi.galaxy.bio.ku.dk,1
146.148.81.69:9595,1
localhost:5666,1
127.0.0.1:6666,1
128.139.17.188,1
111.93.13.167,1
pollux:8080,1
hugin,1
52.10.182.166,1
www.sapc.embrapa.br,1
edge-namru3,1
115.156.239.3,1
www.bcid.ca,1
shbjyl.gnway.org:7070,1
ec2-54-215-218-19.us-west-1.compute.amazonaws.com:8080,1
192.168.1.3,1
localhost.patricbrc.org,1
horan.hmgc.mcw.edu,1
10.0.0.9:8085,1
stage.cassava-genome.southgreen.fr,1
gbcs,1
www.twsaari.com,1
128.32.19.94,1
172.21.5.48,1
cysteine.dbi.udel.edu,1
52.24.167.171,1
www.tripadvisor.com,1
192.168.50.137,1
assembly.ab.wurnet.nl:8084,1
10.74.186.113,1
192.168.56.180,1
10.248.24.78,1
61.128.110.6:8080,1
192.168.1.81,1
10.10.102.218,1
210.119.131.119,1
147.99.84.190,1
192.168.50.200,1
192.168.56.128,1
m.chinahr.com,1
fungalgenomics.science.uu.nl,1
,1
ec2-54-204-103-63.compute-1.amazonaws.com,1
192.168.1.4,1
52.48.198.130:8004,1
ec2-54-174-104-92.compute-1.amazonaws.com,1
phyzen.co.kr,1
52.48.198.130:8003,1
52.48.198.130:8022,1
192.168.0.12,1
192.168.0.48,1
52.48.198.130:8027,1
52.48.198.130:8007,1
jeffreys-macbook-pro.local,1
192.168.224.156,1
192.168.56.193,1
mullion-13:8000,1
192.168.11.25,1
138.23.56.103,1
128.196.64.238,1
54.237.236.222,1
128.196.64.46,1
p3-jboss-prod-1,1
128.196.64.225,1
fagus.seselab.org,1
iarc96.imis.si,1
128.192.99.48:8080,1
104.197.108.136,1
fierstworms.ua.edu:8080,1
203.171.230.69:8080,1
192.168.72.38:6002,1
192.168.13.40,1
192.168.1.125,1
210.218.222.23,1
10.88.200.171:8443,1
192.168.130.205,1
192.168.56.196,1
192.168.99.100:32775,1
172.24.5.160,1
193.146.35.134:8080,1
pfizerchodev.bxgenomics.com,1
192.168.99.101:32774,1
sachsfs01.bio.tamu.edu,1
192.168.99.100:32782,1
192.168.239.109,1
192.168.99.101:32779,1
192.168.99.100:32787,1
tamarindo.scilifelab.se,1
aklppr31:9080,1
192.168.1.126,1
kzdl1059:9080,1
pfizercho.bxgenomics.com,1
192.168.100.187,1
gbcs.embl.de,1
raid2016.nibb.ac.jp,1
vm65-188.iplantcollaborative.org,1
vm65-198.iplantcollaborative.org,1
vm65-200.iplantcollaborative.org,1
vm65-171.iplantcollaborative.org,1
vm65-197.iplantcollaborative.org,1
vm65-184.iplantcollaborative.org,1
vm65-182.iplantcollaborative.org,1
vm65-199.iplantcollaborative.org,1
10.1.1.11,1
soybase.top:8080,1
10.230.9.182,1
localhost:8055,1
localhost:8107,1
localhost:8108,1
192.168.1.41,1
sweetpotatobase.org,1
cerrtranscript.umcs.pl,1
115.146.89.122,1
ec2-52-39-167-106.us-west-2.compute.amazonaws.com,1
mmodev2.sb-roscoff.fr:8080,1
ngspipelines.toulouse.inra.fr:9019,1
75.101.248.64:8080,1
ec2-54-87-132-217.compute-1.amazonaws.com,1
localhost:8686,1
ec2-54-165-111-50.compute-1.amazonaws.com,1
gcorre.net,1
pieriandxproddevp.pdx.aws,1
ec2-54-227-212-2.compute-1.amazonaws.com,1
watson.plantphys.umu.se:8097,1
192.168.99.100:32773,1
pennycress.umn.edu.,1
bio-dev-jbrowse.rz.rijkzwaan.net:8080,1
ec2-54-173-110-94.compute-1.amazonaws.com,1
192.168.20.39,1
ec2-54-209-65-41.compute-1.amazonaws.com,1
jbrowse.www.dev,1
www.whiteflygenomics.org,1
hlbws.sgn.cornell.edu,1
ec2-52-91-90-174.compute-1.amazonaws.com,1
www.citrusgreening.org,1
bio-dev-jbrowse,1
172.21.53.53:443,1
www.benagen.com,1
10.0.53.135:8080,1
192.241.183.82,1
archervm.ohsu.edu,1
hastings.rgd.mcw.edu,1
43.240.98.150,1
192.168.1.132:8014,1
192.168.74.51,1
156.40.242.42,1
www.modhep.org,1
ec2-52-90-109-219.compute-1.amazonaws.com,1
hanwoodb.insilicogen.com,1
10.10.10.36,1
ecoevo.unit.oist.jp,1
www.cyhwang.net,1
10.9.31.78,1
52.42.38.188,1
mail.126.com,1
192.168.2.44,1
210.75.224.110,1
3e39e628.ngrok.io,1
910ec024.ngrok.io,1
192.168.0.100:8081,1
skychristmasstocking.com,1
0.0.0.0:9090,1
targetpath,1
137.205.69.175,1
pi.es.dupont.com,1
reporter01,1
128.192.203.33:443,1
jbrowse-804915623.us-east-1.elb.amazonaws.com,1
lncrna.info,1
ec2-54-159-190-145.compute-1.amazonaws.com,1
apollo-dev.nal.usda.gov:8081,1
animalgenome.org,1
www.revgenomics.com,1
webcache.googleusercontent.com,1
129.194.103.185:32768,1
pevzner.bioinformatics.nl:8006,1
ec2-52-63-195-97.ap-southeast-2.compute.amazonaws.com,1
lncrna.smu.edu.cn,1
slack.com,1
icebox.lbl.gov:8082,1
ec2-52-64-145-197.ap-southeast-2.compute.amazonaws.com,1
tll-rv1.tll.org.sg,1
10.189.154.53:8000,1
localhost:852,1
128.123.63.76:8082,1
192.168.7.218,1
sjcbiodev.driscolls.com,1
160.10.11.235,1
192.168.56.129,1
115.146.89.155,1
127.0.0.1:6143,1
10.0.126.34,1
aws1.zhang-lab.org,1
www.google.es,1
43.240.97.202,1
192.168.1.36,1
archer4011ipu,1
cgp-jbrowse-dev:9876,1
130.235.44.220,1
130.239.12.234:10001,1
cougar,1
ec2-54-211-187-248.compute-1.amazonaws.com,1
10.30.1.114,1
115.146.90.0,1
cgp-jbrowse-dev.internal.sanger.ac.uk:9876,1
0.0.0.0:8081,1
uvaopsqa.pdx.aws,1
192.168.221.12,1
202.112.87.15:8088,1
192.168.1.178,1
ec2-54-204-223-75.compute-1.amazonaws.com,1
pembertonlab.med.umanitoba.ca,1
192.168.72.130,1
192.168.202.19,1
localhost:2020,1
0.0.0.0:1234,1
52.210.177.116:10003,1
52.209.141.175:10039,1
52.209.141.175:10038,1
52.210.177.116:10007,1
192.168.2.211:8080,1
52.210.177.116:10010,1
ec2-52-23-158-125.compute-1.amazonaws.com,1
10.7.35.69,1
157.92.24.135,1
52.37.29.24:8080,1
legacy.cos.ncsu.edu,1
www.geisha.arizona.edu,1
52.210.177.116:10005,1
52.210.177.116:10006,1
localhost:8898,1
192.168.2.188,1
ec2-54-152-235-179.compute-1.amazonaws.com,1
localhost:2224,1
192.168.5.127,1
192.168.4.137,1
gunpowder:9102,1
128.218.234.28,1
192.168.4.131:9000,1
galaxy.uni-freiburg.de,1
192.168.250.167,1
bldr-tst-analysis-14,1
ec2-54-145-147-105.compute-1.amazonaws.com,1
localhost:31415,1
10.10.10.41:8000,1
www.patricbrc.org,1
jbrowse.sivro.net,1
ec2-54-197-83-92.compute-1.amazonaws.com,1
192.168.128.134:8081,1
ec2-54-200-151-148.us-west-2.compute.amazonaws.com:8080,1
130.237.132.130,1
192.168.50.194,1
www.maizegametophyte.org,1
jbrowse.usda.iastate.edu,1
134.117.104.149,1
megraw-dev.cgrb.oregonstate.edu,1
ws-uskok,1
bugs2.sgul.ac.uk,1
neo.snubi.org:50080,1
simrbasedev:8080,1
54.71.7.85,1
ccmsr.d51.lilly.com,1
10.91.253.33,1
ibs-andys-ux3:8888,1
124.124.70.234,1
informatics-prod.int.janelia.org,1
adguard.com,1
ec2-54-173-118-70.compute-1.amazonaws.com,1
5bc1fb5b.ngrok.io,1
86.50.170.165:9001,1
35.160.176.168,1
ec2-52-62-166-89.ap-southeast-2.compute.amazonaws.com,1
137.187.60.153,1
x-apps-staging.platomics.com,1
86.50.170.165:9037,1
ec2-35-161-56-30.us-west-2.compute.amazonaws.com,1
ec2-35-160-146-100.us-west-2.compute.amazonaws.com,1
mug1.mmb.pcb.ub.es,1
115.146.89.73,1
desa.dreamgenics.com,1
projects.sbri.org,1
vm64-24.iplantcollaborative.org,1
10.55.12.87,1
192.168.1.220:8003,1
120.24.6.223:8080,1
54.154.168.170,1
158.108.145.63,1
132.236.156.168,1
192.168.56.11,1
lipm-sso.toulouse.inra.fr,1
192.168.1.68,1
vm64-103.iplantcollaborative.org,1
35.162.222.61,1
vm188031-genetik.hosting.uni-hannover.de:1234,1
ec2-54-93-114-65.eu-central-1.compute.amazonaws.com,1
220.137.194.225:3303,1
219.217.203.35,1
dev.rebuildingakidney.org,1
192.168.112.134:8080,1
133.11.2.36:8080,1
133.26.84.76,1
di-archer.di.uq.edu.au,1
43.240.99.29,1
hyena:8081,1
192.168.2.98,1
172.20.20.16:2225,1
nveicre.solgenomics.net,1
ftp.sgn.cornell.edu,1
43.240.99.39,1
43.240.96.179,1
43.240.96.244,1
43.240.96.243,1
192.168.188.118,1
141.244.40.197,1
ec2-35-160-94-72.us-west-2.compute.amazonaws.com,1
xodjudj.solgenomics.net,1
146.118.102.255,1
rstats.immgen.org,1
halcott.cshl.edu,1
40.68.162.224:9191,1
p00201i:8443,1
bioinformatics.psc.ac.cn,1
gkcsuja.solgenomics.net,1
www.cpib.ac.uk,1
m.solgenomics.net,1
192.168.11.12:8000,1
wwwtst.cassavagenome.org,1
hanamdg.sial.com,1
163.212.177.88,1
10.200.215.116,1
54.172.49.52:8080,1
54.147.235.58,1
www.deepbiomining.com,1
192.168.1.71:8888,1
35.164.218.13:8080,1
192.168.100.195,1
gbrowse.bioinf.be,1
localhost:1338,1
59.79.255.6,1
172.26.32.220,1
133.26.84.102,1
192.168.20.76,1
web3.genome.med.kyoto-u.ac.jp,1
54.161.90.5,1
uofm.peanutbase.com,1
ec2-52-201-237-72.compute-1.amazonaws.com,1
211.69.207.248,1
35.167.92.210,1
zflnc.org,1
10.200.131.21,1
10.91.253.31,1
192.168.1.220:3006,1
www.canfei.com,1
54.211.105.212,1
analysis.eacc.ds.quintiles.com,1
7da2dd49.ngrok.io,1
141.219.243.186:8888,1
www.epigenome.me,1
192.168.1.185:8080,1
10.200.55.19,1
localhost:2002,1
52.234.64.97,1
blossom.ffr.mtu.edu,1
aphrodite.zi.columbia.edu:3001,1
172.20.20.246,1
wenglabserver.wi.mit.edu,1
54.40.223.140:8080,1
131.220.75.131:8090,1
ec2-13-55-146-46.ap-southeast-2.compute.amazonaws.com,1
158.108.145.86,1
192.168.20.22,1
192.168.20.71,1
35.164.56.95,1
blog.peanutbase.com,1
134.158.151.28,1
galway.ibg.kfa-juelich.de,1
10.17.16.24,1
10.26.26.139,1
lonzadev.bxgenomics.com,1
data.koalagenome.org:8086,1
172.16.0.173:8089,1
www.hardwoodgenomics.us:8080,1
genomesdev:8080,1
peanutbase-dev.usda.iastate.edu,1
35.185.72.102,1
eurostar.umcs.lublin.pl,1
