,1322951
jbrowse.bios.co:1561,31
galaxylab.mcmaster.ca,31
10.200.131.19,31
202.120.224.83:8081,31
10.10.70.77,31
192.168.100.19,30
zmfsrv1.medma.uni-heidelberg.de,30
bedbug.uky.edu:8080,30
www.hanjunghun.com,30
bmo:8080,30
133.28.110.100,30
127.0.0.17,30
165.246.44.41:8080,30
ec2-54-163-159-132.compute-1.amazonaws.com,30
hrs2.szukacz.pl:43666,30
10.0.1.24,30
tu07.fralin.vt.edu,30
192.168.95.137,30
52.7.135.72,30
biodev.org,30
129.15.40.234,30
rpfdb.org,30
10.10.56.34:8080,30
52.26.7.239:8080,30
titin.ucd.ie:8080,30
ellens-macbook.dil.private.cimr.cam.ac.uk,30
jbrowse-test.genereg.net,30
141.244.133.166,30
genomics00.bio.tamu.edu,30
192.191.192.157,30
172.16.64.128,30
bbip.genouest.org,30
172.16.0.101:8080,30
133.39.75.181,29
localhost.localdomain,29
ngspipelines-sigenae.toulouse.inra.fr:9055,29
pipadev.lan:10180,29
10.5.1.48,29
uranos.hki-jena.de:8080,29
maxgenome,29
130.239.4.42:8088,29
dt-durot.amyris.local,29
galago.amu.edu.pl,29
cats2.nibb.ac.jp:8080,29
undecan.chemie.uni-greifswald.de:8080,29
137.224.217.154:8090,29
test.dreampipe.dnsd.info:81,29
www.spider.0t0.jp,29
10.0.1.21:8080,29
10.74.186.11,29
54.149.125.254,29
hutton.sgn.cornell.edu,29
192.168.1.133,29
0.0.0.0:8080,29
134.94.65.28,29
192.168.1.232,29
172.20.174.141,29
192.248.21.80:8084,29
10.100.0.67,29
miamiopsqa.pdx.aws,29
fs000:28080,29
dev1.ab.wurnet.nl:8007,29
192.168.0.13:8900,29
200.145.102.30,29
rtpdevcong,29
192.168.123.68:81,29
www.syntheticyeastresource.com:13080,29
watson.plantphys.umu.se:17002,29
192.168.30.12,28
10.10.10.47,28
sinin.rdi.kps.ku.ac.th,28
qbdev1.na.novartis.net,28
118.138.241.171:8080,28
10.10.70.84,28
nzafar-lx:8888,28
ec2-184-72-87-70.compute-1.amazonaws.com,28
login-r6-2.ebi.ac.uk:8080,28
10.30.1.114,28
172.16.5.66,28
172.16.5.100,28
ec2-54-208-173-37.compute-1.amazonaws.com,28
ec2-54-86-235-86.compute-1.amazonaws.com,28
columbia.jcvi.org:8280,28
192.168.225.58:4080,28
10.59.26.35,28
localhost:8011,28
202.123.56.26:8080,28
54.68.213.97,28
10.22.57.165,28
ngspipelines.toulouse.inra.fr:9021,28
bioext02.eva.mpg.de:8000,28
faculty.cse.tamu.edu,28
172.28.1.103,28
testdb.dictybase.org,28
docker:8081,28
192.168.1.39,28
gmpromdb.sanbi.ac.za,28
ec2-54-210-117-199.compute-1.amazonaws.com,28
192.168.0.250:8080,28
mcg.ustc.edu.cn,28
ec2-52-90-189-56.compute-1.amazonaws.com,28
130.37.53.26,28
172.21.198.221,28
ngc.mcw.edu,28
coffee-genome.southgreen.fr,28
192.168.50.205,28
10.34.229.134,28
sid.projects.mrt.ac.lk:3000,28
genome.enome.io,28
10.44.233.61:8443,28
10.10.10.40,28
localhost:63343,28
202.195.250.111,28
jun-thinkcentre-0001:8080,28
ebla.lanl.gov,27
songbirdtranscriptome.net,27
dev1.ab.wurnet.nl:3054,27
gbrowse.s3-website-us-east-1.amazonaws.com,27
planariamine-srv1,27
mke-linux:81,27
118.138.242.19:8080,27
192.168.1.170,27
ecto.hamilton.edu:8080,27
namib.biochem.unr.edu,27
130.56.249.145:8080,27
10.1.12.23,27
133.28.110.70:8080,27
tetrahymena-dev.jcvi.org:8280,27
10.100.138.9,27
faraday.pcbi.upenn.edu:8180,27
140.113.15.124:8080,27
10.0.1.16,27
160.36.205.191,27
anwarren.vbi.vt.edu,27
10.0.1.38,27
ec2-54-183-140-227.us-west-1.compute.amazonaws.com,27
faraday.pcbi.upenn.edu:8080,27
localhost:9900,27
10.0.14.192,27
210.119.131.119,27
129.93.134.211,27
webapollodiscovar.lepbase.org,27
134.192.156.49:8080,27
172.28.1.113:1919,27
172.28.1.113:1234,27
sgd-ng2.stanford.edu,27
172.28.1.173:1338,27
10.8.10.54,27
ec2-54-164-161-148.compute-1.amazonaws.com,27
54.186.33.153:8443,27
thehive.otago.ac.nz,27
10.188.181.12,27
arabica-tmp.nhgri.nih.gov,27
54.68.127.47,27
10.47.117.110,27
133.48.33.233,27
rcf.usc.edu,27
140.109.29.166,27
backend.clingon-mds.com,27
sbi.pdti.kmutt.ac.th,26
54.235.116.60,26
gitwwwstage,26
localhost:85,26
ec2-54-252-7-77.ap-southeast-2.compute.amazonaws.com,26
cardio-dev.medisapiens.com,26
10.0.1.8,26
192.168.56.203:15014,26
54.84.94.163,26
orygenesdb-priv.cirad.fr,26
ec2-54-197-49-83.compute-1.amazonaws.com,26
genome2.integragen.com,26
127.0.0.2:9093,26
ec2-54-186-254-253.us-west-2.compute.amazonaws.com,26
192.168.0.215,26
toad.igh.cnrs.fr,26
128.196.64.23,26
ellen-imb-rh,26
10.235.225.248,26
www.dictybase.org,26
watson.plantphys.umu.se:8202,26
192.168.20.247,26
127.0.0.1:9999,26
193.200.1.7,26
ipomoeanil.nibb.ac.jp,26
genome.uoregon.edu:8080,26
dpuk2.arcca.cf.ac.uk,26
127.0.0.01,26
36.110.17.162:8081,26
a017434:8080,26
10.18.0.21,26
52.37.237.120:8443,26
172.31.12.104,26
www.binypa.pe.kr,26
119.15.169.71,26
172.16.10.98:8080,26
ec2-50-18-68-215.us-west-1.compute.amazonaws.com:8080,25
gmod2,25
ec2-184-73-95-163.compute-1.amazonaws.com,25
192.168.225.100:8080,25
collin.csmc.edu,25
localhost:15014,25
monkfish2.nig.ac.jp,25
xu.dbs.umt.edu,25
apollo.bioinfo.hr:8000,25
124.16.11.58:4080,25
115.146.85.56:8080,25
lin111.isis.local:8080,25
10.88.36.219:8080,25
172.16.112.169,25
nagoya.ignet,25
hydra.pomona.edu,25
localhost:10080,25
horan.hmgc.mcw.edu,25
192.168.174.68,25
192.168.137.117,25
flypeaktest.sysbiol.cam.ac.uk,25
192.168.86.64,25
211.69.141.138,25
medswine.net:8000,25
10.47.117.43,25
168.122.90.214,25
www.rpfdb.org,25
52.89.47.186:8080,25
172.20.201.40:8080,25
54.174.141.84:8080,25
10.21.147.30,25
users.soe.ucsc.edu,25
sjcbiodev.driscolls.com:8080,25
s01plx02.technet.akhwien.at,25
osler.rgd.mcw.edu,25
192.168.147.157,25
iita-mirror.cassavabase.org,25
archer410-4.chop.edu,25
160.10.11.179,25
analytics.itb.cnr.it,25
192.168.99.100:32770,25
antibody-vm2.pfizer.com,25
114.214.167.30,25
59.79.248.12,25
bldr-tst-analysis-10,25
10.40.133.113,25
thoba.sanbi.ac.za:8088,25
device.integragen.com,25
ec2-52-91-78-14.compute-1.amazonaws.com,25
ec2-54-237-195-135.compute-1.amazonaws.com,25
ec2-54-174-154-245.compute-1.amazonaws.com,25
192.168.100.161,25
66.11.115.104,25
202.120.41.217,25
133.28.110.100:8399,25
imrahil.ucsd.edu,24
172.31.7.21,24
10.10.15.126,24
192.168.0.110,24
prometheus.cgm.cnrs-gif.fr,24
ec2-54-226-6-76.compute-1.amazonaws.com,24
127.0.0.3,24
iqbio-services.colorado.edu,24
10.10.70.58,24
172.20.20.16,24
10.44.235.115:4003,24
ec2-54-224-68-254.compute-1.amazonaws.com,24
192.168.53.166,24
genome.arizona.edu,24
ngspipelines.toulouse.inra.fr:9018,24
172.16.44.1,24
localhost:2002,24
24.241.227.113,24
172.16.24.231,24
cmaleagridis-curation.igs.umaryland.edu,24
gramasamy02-lx.sbri.org,24
10.30.231.87,24
54.88.150.212:8080,24
xenmine-dev.stanford.edu,24
152.1.135.243,24
bivouac.rockefeller.edu:8080,24
129.93.134.165,24
homepage.tudelft.nl,24
137.131.57.86,24
192.168.187.128,24
local.paratera.com,24
nutcase.mbb.ki.se,24
assembly.ab.wurnet.nl:8006,24
localhost:15180,24
hancock.rgd.mcw.edu,24
ellens-macbook.local:8001,24
serinus.hci.utah.edu,24
192.168.53.203:9100,24
11.11.11.11,24
192.168.78.130:1339,24
jbrowse.zflnc.org,24
minimac.local:8080,24
128.146.132.152,24
134.36.66.185,24
immunobase.org,24
59.79.248.93,24
atpbsmd.yokohama-cu.ac.jp,24
54.205.15.108,24
192.168.171.37,24
agrfulljbrowse.s3-website-us-east-1.amazonaws.com,24
snp.toulouse.inra.fr,23
140.109.29.21,23
192.168.220.16,23
ec2-54-227-169-9.compute-1.amazonaws.com,23
192.168.1.120,23
bicoid.lbl.gov,23
192.168.0.14,23
192.168.2.33:3000,23
ngspipelines-sigenae.toulouse.inra.fr:9051,23
redalgae.labkm.net,23
10.88.36.151:4003,23
10.88.36.219:4003,23
127.0.0.1:9092,23
192.168.168.242:8080,23
scmccoy.com,23
nlfij-s2723,23
151.225.17.205,23
10.0.13.185,23
localhost:9002,23
137.224.217.10:8090,23
greenalgae.abudhabi.nyu.edu,23
10.6.8.21:8080,23
www.legumeinfo.com,23
fl1.ucsd.edu,23
pioneer-d2:8080,23
gx.hx42.org:32769,23
192.168.0.171:8080,23
ec2-52-91-239-96.compute-1.amazonaws.com,23
ec2-54-210-10-168.compute-1.amazonaws.com,23
nlfij-s3003.rz.rijkzwaan.net:8000,23
titin.ucd.ie:8081,23
img-proportal-dev.jgi-psf.org,23
pentose.biomax.de:8084,23
157.99.105.147,23
52.87.186.190,23
ebbextern,23
52.38.205.133,23
10.74.218.50,23
152.7.99.244,23
192.168.1.191:8080,23
localhost:49747,23
10.25.39.54:8010,23
122.205.72.236:8080,23
192.168.1.220:10001,23
ec2-35-162-79-87.us-west-2.compute.amazonaws.com,23
54.211.223.86,23
genomebrowser.uams.edu,23
appreview.omicware.com,22
140.114.98.75,22
128.196.142.111:8080,22
ngspipelines.toulouse.inra.fr:9011,22
ptbbpc1.epfl.ch,22
10.129.9.60,22
ec2-54-227-149-101.compute-1.amazonaws.com,22
54.242.207.95:8080,22
192.168.7.230,22
172.16.73.13,22
by-oncgeex.bayer-ag.com,22
jbrowse.iodice.upenn.edu,22
10.88.36.35:8080,22
coge.iplantcollaborative.org,22
192.168.0.161:8080,22
ec2-54-254-244-93.ap-southeast-1.compute.amazonaws.com,22
192.168.0.168:8080,22
hastings,22
cats2.nibb.ac.jp,22
137.224.217.160:8080,22
www.oryzasnp.org:8080,22
10.13.22.1,22
131.220.75.91:8080,22
pxlence.com,22
10.0.1.55,22
192.168.1.24,22
132.236.156.163:8080,22
pdev-jb.ncgr.org:8010,22
192.168.214.128,22
eurostar.umcs.lublin.pl,22
192.168.86.129,22
202.120.45.130,22
ec2-54-210-69-102.compute-1.amazonaws.com,22
ec2-52-88-87-181.us-west-2.compute.amazonaws.com,22
192.168.50.190,22
134.192.156.50:8080,22
cmb.bnu.edu.cn,22
10.1.8.120:9000,22
test.ibinom.com:8888,22
iris.cgm.cnrs-gif.fr,22
10.73.10.12,22
155.41.205.107,22
172.16.2.217:8080,22
localjbrowse.fr,22
192.168.50.14:1331,22
158.109.215.179,22
bldr-tst-analysis-04,22
ec2-54-157-245-183.compute-1.amazonaws.com,22
www.area4.mi.cnr.it,22
202.195.250.106:8000,22
ec2-54-242-65-122.compute-1.amazonaws.com,22
172.20.20.234,22
10.88.33.44,22
130.211.127.130,22
ec2-50-19-45-117.compute-1.amazonaws.com,21
pogona.canberra.edu.au,21
mem13,21
210.218.222.159,21
ec2-23-20-81-238.compute-1.amazonaws.com,21
mpc-biowiki,21
bio.kuleuven.be,21
rddm501agr,21
jlampreygenome.imcb.a-star.edu.sg,21
ec2-54-81-173-4.compute-1.amazonaws.com,21
ec2-54-208-139-36.compute-1.amazonaws.com,21
ec2-54-242-217-240.compute-1.amazonaws.com,21
ec2-54-86-242-58.compute-1.amazonaws.com,21
ashgenome.org,21
10.88.5.5,21
137.224.217.171:8090,21
61.50.130.100,21
131.220.75.60:8080,21
servbio.hpc.ncsu.edu,21
mid1980.ddns.net,21
archeranalysis-dev,21
192.168.45.21,21
errbit.ibinom.com:8200,21
192.168.1.21,21
192.168.1.2:10005,21
n108377.nbi.ac.uk,21
oberlab-dev3.uchicago.edu,21
52.88.252.147,21
132.246.231.130:8888,21
img-proportal.dev,21
50.193.138.51,21
192.168.1.79,21
141.244.40.209:10004,21
10.10.213.52:8000,21
192.168.99.100:9000,21
192.168.1.59,21
cancer-eeca.inbiosis.org,21
svane:3000,21
192.168.59.103:7894,21
fs000.ad62.riken.jp:9000,21
52.87.186.190:8080,21
10.200.10.87:8443,21
192.168.5.186,21
134.7.57.219:8081,21
192.168.202.5,21
192.168.23.132,21
52.209.141.175:10042,21
133.39.116.55:8080,21
ec2-54-159-169-10.compute-1.amazonaws.com,21
localhost:6802,21
54.197.153.183,21
210.212.254.116,21
wheat.pw.usda.gov,21
54.40.223.116:8080,21
10.105.164.140,21
pocelanco-ri:8080,21
api.omicware.com,20
bioinformatica.fcien.edu.uy,20
10.100.99.216,20
donkey.jax.org,20
bloodroot.biochem.dal.ca:8080,20
192.168.19.184,20
ec2-54-227-12-225.compute-1.amazonaws.com,20
localhost:8040,20
pc241-40.ich.ucl.ac.uk,20
192.168.1.129:8080,20
10.150.2.189,20
192.100.2.240,20
210.46.85.204:81,20
10.4.19.36,20
micro.biology.dal.ca,20
long.onelaboratory.org,20
corsair,20
172.16.1.22,20
ec2-54-208-160-31.compute-1.amazonaws.com,20
54.86.173.202,20
ec2-54-208-148-34.compute-1.amazonaws.com,20
54.86.169.45,20
54.225.240.78,20
134.192.156.43,20
192.168.0.192,20
172.26.158.10,20
10.68.225.45,20
bam.genome.arizona.edu,20
192.168.13.219:10080,20
10.11.16.12,20
160.36.205.61:8075,20
jgm-cssc.jax.org:8888,20
54.183.226.37,20
127.0.0.1:1333,20
www.beta.patricbrc.org,20
jbrowse.ipk-gatersleben.de,20
10.27.50.40,20
192.168.1.15,20
10.1.8.127,20
parker:8081,20
blast.vcholerae.com,20
sjcbiodev.driscolls.com:8085,20
genome1,20
35.10.204.201,20
10.7.0.213,20
xingene.net,20
v0675:8080,20
ellen-rh1:8000,20
rkalv058751.kau.roche.com:8080,20
10.140.65.127,20
cgp-jbrowse-dev.internal.sanger.ac.uk:9000,20
10.255.178.251,20
qbrc2.swmed.edu,20
124.17.27.143:8080,20
ec2-54-209-16-254.compute-1.amazonaws.com,20
192.168.10.13:8000,20
84.88.52.52,19
172.22.220.213,19
192.168.205.172,19
10.20.0.141,19
ec2-54-227-103-187.compute-1.amazonaws.com,19
ec2-54-234-3-125.compute-1.amazonaws.com,19
gbrowsedev.zfin.org,19
browser-testing.gmi.oeaw.ac.at:8090,19
202.185.72.77,19
tfbsdb.systemsbiology.net,19
imid-kit.bsc.es,19
gbdev,19
192.168.5.250,19
ec2-54-198-32-10.compute-1.amazonaws.com,19
54.208.149.229,19
biodt-app.digicon.com:3000,19
www.baidu.com,19
edunabi.com,19
192.168.0.140:3000,19
mnemon.oriongenomics.com,19
www.jbrowse.org,19
131.220.75.87:8080,19
192.168.20.54:8080,19
edgem.mitre.org:8080,19
edge-afrims,19
121.192.179.203:8080,19
pfizer.bxgenomics.com,19
web.nanofluidics.com,19
160.190.13.1,19
jbrowse_examples.com,19
137.224.217.10,19
10.26.25.190,19
www.shengtinggenomics.com,19
172.20.20.216,19
ec2-52-5-217-83.compute-1.amazonaws.com,19
jbrowse.bioaster.org,19
chimera.ddpsc.org,19
10.10.92.100,19
ec2-54-86-29-54.compute-1.amazonaws.com,19
ngspipelines-sigenae.toulouse.inra.fr:9065,19
psga0415,19
img-proportal-dev.jgi.doe.gov,19
tools.1001genomes.org,19
ec2-107-23-126-211.compute-1.amazonaws.com,19
172.28.1.181:1339,19
192.168.13.43,19
10.105.164.139,19
cgp-jbrowse-dev.internal.sanger.ac.uk:9878,19
ec2-54-86-197-211.compute-1.amazonaws.com,19
ec2-54-237-192-140.compute-1.amazonaws.com,19
ec2-54-242-247-5.compute-1.amazonaws.com,19
192.168.1.220:9996,19
vm-galaxy-preprod.toulouse.inra.fr,19
172.16.2.210:8080,19
172.20.20.245,19
10.96.114.73:8301,19
localhost:8099,19
52.30.124.191,19
141.244.133.174:8800,19
hosdb.com,18
156.111.44.106,18
ec2-54-226-215-67.compute-1.amazonaws.com,18
ec2-54-242-165-143.compute-1.amazonaws.com,18
ec2-54-225-15-21.compute-1.amazonaws.com,18
collin,18
192.168.153.133,18
cgpbar.internal.sanger.ac.uk:9871,18
192.168.66.120:8080,18
azia.swmed.edu:8080,18
10.36.1.167,18
192.168.110.7,18
10.10.100.6,18
ec2-54-84-190-93.compute-1.amazonaws.com,18
172.22.220.50,18
geneview-env-zdd2vagqgn.elasticbeanstalk.com,18
10.24.26.76,18
192.168.50.145,18
192.168.1.138,18
203.101.224.234,18
metabolomics.jp,18
192.168.249.178,18
bioedge.lanl.gov,18
10.74.106.25,18
ec2-54-188-169-89.us-west-2.compute.amazonaws.com:8080,18
52.5.190.23,18
10.1.8.24,18
10.199.99.103,18
ec2-52-23-241-195.compute-1.amazonaws.com,18
61.130.10.146,18
172.28.1.113:3214,18
10.128.48.24:3000,18
10.1.8.159:9001,18
seeders.iptime.org:4880,18
172.17.1.18,18
ec2-54-85-252-36.compute-1.amazonaws.com,18
10.34.229.114,18
genome.cornut.org,18
moffittdevp.pdx.aws,18
192.168.30.31,18
10.11.52.132,18
koeho006,18
192.168.5.203,18
172.28.1.115:1339,18
togo05.genes.nig.ac.jp,18
bioinformatics.fafu.edu.cn,18
210.72.92.128,18
jbrowse.corp.personalis.com,18
52.202.175.109:8888,18
localhost:28080,18
ec2-54-158-219-1.compute-1.amazonaws.com,18
ec2-54-166-135-55.compute-1.amazonaws.com,18
10.24.227.235,18
bldr-tst-analysis-13,18
ivis-dev.corp.personalis.com:8010,18
gdcsrv1.ethz.ch:8080,18
vollbrecht-jbrowse.gdcb.iastate.edu,18
ec2-54-158-209-12.compute-1.amazonaws.com,18
ec2-54-242-245-209.compute-1.amazonaws.com,18
129.186.138.19:8080,18
68.190.87.26,18
www.findfusions.com,18
mbmordr646278.agr.gc.ca,18
141.14.220.36:8080,18
128.231.83.74:8080,18
picea.plantphys.umu.se:9000,18
ec2-23-20-71-188.compute-1.amazonaws.com,17
eco-seqanalyze,17
wotan.lbl.gov,17
ngspipelines-sigenae.toulouse.inra.fr:9000,17
diogenes.sheffield.ac.uk,17
ddlab.sci.univr.it,17
ec2-54-227-24-246.compute-1.amazonaws.com,17
ec2-54-227-166-131.compute-1.amazonaws.com,17
192.168.2.123,17
tridentdev.stjude.org,17
210.219.43.181,17
stanford.edu,17
169.254.175.2,17
172.28.1.122,17
synbio.korea.ac.kr,17
137.224.96.204,17
192.168.10.16,17
127.0.0.4:9094,17
ec2-54-69-20-55.us-west-2.compute.amazonaws.com,17
10.114.139.248:8080,17
localhost:8878,17
10.3.128.9:7788,17
fabiserv2.up.ac.za:8080,17
10.220.40.100,17
54.65.17.123,17
192.168.50.171,17
ww.solgenomics.net,17
watson.plantphys.umu.se:8203,17
vm64-171.iplantcollaborative.org,17
133.48.62.183,17
dev.insilicogen.com:8080,17
10.0.0.234:8080,17
10.1.8.146:8080,17
bbrowse.cbs.umn.edu,17
localhost:8091,17
ec2-54-172-17-45.compute-1.amazonaws.com,17
77.235.253.188:8084,17
vm64-60.iplantcollaborative.org,17
54.172.138.205,17
w-fgandolfi,17
43.240.99.150,17
jlmwiki.plantbio.uga.edu,17
ngschool.eu,17
149.155.245.141,17
10.7.82.205,17
localhost:9680,17
ecse001001be.epam.com:6900,17
10.10.20.34,17
ec2-54-237-180-128.compute-1.amazonaws.com,17
ec2-54-237-222-182.compute-1.amazonaws.com,17
ec2-54-172-42-129.compute-1.amazonaws.com,17
ec2-54-93-97-212.eu-central-1.compute.amazonaws.com,17
146.118.102.29,17
146.118.102.242,17
127.0.0.1:50743,17
210.110.86.160,17
watson.plantphys.umu.se:9000,17
feline.pw.usda.gov,17
ec2-23-22-241-18.compute-1.amazonaws.com,16
pipa.biolab.si,16
comet.ucsf.edu,16
phylogen.csd.uwo.ca,16
demeter.genomecenter.ucdavis.edu,16
genetics-dev.med.harvard.edu,16
ec2-107-20-23-6.compute-1.amazonaws.com,16
ec2-54-234-10-0.compute-1.amazonaws.com,16
ec2-107-21-132-10.compute-1.amazonaws.com,16
ec2-54-243-1-125.compute-1.amazonaws.com,16
ec2-54-224-75-234.compute-1.amazonaws.com,16
ec2-54-221-16-241.compute-1.amazonaws.com,16
192.168.10.122,16
moonrise.zoology.ubc.ca:8080,16
uranos.hki-jena.de:8181,16
enzymatics.mitescreations.com,16
rogaevlab.ru:8100,16
masspecexpc,16
192.168.45.2,16
192.168.1.105,16
ec2-54-221-97-160.compute-1.amazonaws.com,16
10.162.228.203,16
ngss,16
210.73.40.108:8000,16
166.111.30.27,16
202.194.131.35,16
edge-gbti,16
solgenomics.sgn.cornell.edu,16
192.168.136.2,16
localhost:8383,16
ec2-54-144-225-200.compute-1.amazonaws.com,16
54.255.100.88,16
modhep.org,16
54.254.227.71,16
192.168.137.203,16
localhost:9001,16
10.160.60.57,16
localhost:8083,16
maniatis.c2b2.columbia.edu,16
arete.corp.personalis.com,16
saoirse.local,16
aztec.ncgr.org:8080,16
brie.cshl.edu,16
aduae017-lap.abudhabi.nyu.edu,16
52.89.205.105:8080,16
192.168.0.149,16
172.17.0.1:8081,16
54.174.148.149:8080,16
54.174.148.119:8080,16
192.168.11.40,16
im-dev.wormbase.org,16
192.168.2.2,16
cassavagenome.org,16
tcap.pw.usda.gov,16
54.213.211.40,16
genome2,16
pipelines.ngc.mcw.edu,16
10.10.92.142:8080,16
www.xingene.net,16
www.ricebase.org,16
dgprodtest.westeurope.cloudapp.azure.com:8383,16
stab.st-andrews.ac.uk,16
archer.ngslab,16
ec2-54-175-34-13.compute-1.amazonaws.com,16
ec2-52-23-206-189.compute-1.amazonaws.com,16
dna.kps.ku.ac.th,16
ec2-52-91-18-31.compute-1.amazonaws.com,16
140.113.29.227:49030,16
dev.tfiid.med.harvard.edu,16
172.20.20.16:2224,16
ec2-52-201-228-7.compute-1.amazonaws.com,16
ec2-54-242-93-255.compute-1.amazonaws.com,16
ec2-52-87-229-196.compute-1.amazonaws.com,16
ec2-54-237-250-160.compute-1.amazonaws.com,16
ec2-54-211-59-227.compute-1.amazonaws.com,16
10.41.9.110,16
10.41.4.6:5000,16
vm188031-genetik.hosting.uni-hannover.de:2342,16
ec2-54-93-95-212.eu-central-1.compute.amazonaws.com,16
192.168.6.128,16
140.226.49.244,16
192.168.11.12:3000,16
dbsecsys,16
192.168.2.10,16
www.josboekhorst.nl,15
flc.ucsd.edu,15
172.20.20.106,15
jyang.crg.es,15
genome-browser.toulouse.inra.fr:9090,15
ec2-54-252-82-25.ap-southeast-2.compute.amazonaws.com,15
eco-91l,15
hexamer.tamu.edu,15
ec2-54-215-148-183.us-west-1.compute.amazonaws.com,15
172.20.35.251,15
ec2-54-227-133-11.compute-1.amazonaws.com,15
ec2-54-227-155-193.compute-1.amazonaws.com,15
kgdb.kobic.re.kr,15
50.116.50.76,15
curly.tgen.org,15
192.168.2.96,15
ec2-54-227-23-111.compute-1.amazonaws.com,15
dreamgenics01:83,15
bioinfo2.ugr.es.,15
www.axolotl-omics.org,15
localhost:3001,15
scicomp-pc-1-10gb.mpi-cbg.de:8088,15
ec2-54-254-236-226.ap-southeast-1.compute.amazonaws.com,15
172.16.5.182,15
ec2-54-86-229-56.compute-1.amazonaws.com,15
ec2-54-86-255-70.compute-1.amazonaws.com,15
192.168.225.58,15
10.85.11.60:8080,15
ec2-54-85-78-226.compute-1.amazonaws.com,15
10.88.33.44:4014,15
131.220.75.98,15
131.220.75.95,15
pikaia.pcbi.upenn.edu,15
lyre.cin.ucsf.edu,15
10.0.1.17,15
202.195.240.207,15
77.235.253.25:8084,15
192.168.137.58,15
tai2.nig.ac.jp,15
ec2-54-204-69-47.compute-1.amazonaws.com,15
127.0.0.1:2280,15
www.bcid.ca,15
ec2-54-147-204-160.compute-1.amazonaws.com,15
10.55.107.89,15
10.10.10.10,15
my-scata.mykopat.slu.se:8080,15
it,15
dtra-edge-dev-01.biotech.cdc.gov,15
x.platomics.com,15
summit.bioinformatics.virginia.edu,15
ec2-54-183-179-235.us-west-1.compute.amazonaws.com:8080,15
52.38.161.181,15
arupopsqa.pdx.aws,15
horan.rgd.mcw.edu,15
52.27.70.87,15
cuhkopsqa.pdx.aws,15
sand,15
192.168.78.131:1339,15
137.189.133.65,15
192.168.50.14:1332,15
127.0.0.1:8087,15
ec2-107-23-254-6.compute-1.amazonaws.com,15
lipmcinfosc:32130,15
ecse001001be.epam.com:69,15
172.20.20.235,15
172.16.2.216:8080,15
jbrowse.flybase.org,15
59.79.248.80,15
117.17.178.179,15
pan,15
ec2-54-208-154-28.compute-1.amazonaws.com,15
ec2-54-237-168-149.compute-1.amazonaws.com,15
ec2-54-237-197-31.compute-1.amazonaws.com,15
p00201:8080,15
pddngs-dev-03.biotech.cdc.gov,15
192.168.10.105,15
192.168.44.131,14
192.168.14.11,14
www.biodiversity.ubc.ca,14
ec2-23-22-35-57.compute-1.amazonaws.com,14
jbrowse.bioinformatics.purdue.edu,14
cloud.gmod.org:8080,14
www.agripestbase.org:8080,14
pipadev.lan:10080,14
192.168.6.41,14
ngspipelines-dev.toulouse.inra.fr:9002,14
172.16.4.242,14
ec2-54-227-68-115.compute-1.amazonaws.com,14
ec2-184-72-134-3.compute-1.amazonaws.com,14
ec2-50-19-134-107.compute-1.amazonaws.com,14
ec2-54-227-93-146.compute-1.amazonaws.com,14
elbrus.biochem.mpg.de,14
geneforhealth.cn,14
172.16.5.87,14
10.75.28.11,14
182.162.88.20,14
10.102.57.153,14
192.168.107.22:1131,14
192.168.37.134,14
gpweb23.nersc.gov:8084,14
clingie.chrislondon.co,14
ec2-54-255-128-221.ap-southeast-1.compute.amazonaws.com,14
128.253.192.52,14
duck8823.net,14
v0394.nbi.ac.uk,14
lushen.com,14
squirrel,14
gamera.virologic.com,14
ec2-54-208-163-74.compute-1.amazonaws.com,14
web-cosmic-sand-01.internal.sanger.ac.uk:8001,14
dna.engr.latech.edu,14
krypton:8080,14
ngss:8080,14
192.168.174.61,14
54.85.40.30,14
feeds.solgenomics.net,14
pentose.biomax.de:8083,14
mega0,14
192.168.1.103,14
134.158.37.6,14
192.168.44.125,14
eco-webapollo1:8080,14
vm64-207.iplantcollaborative.org,14
localhost:899,14
122.205.68.2,14
129.215.181.43:8080,14
gbrowse.wormbase.org:9003,14
10.0.0.20:8085,14
192.168.53.224,14
10.26.27.12,14
172.17.249.231,14
54.88.87.152:8080,14
qlap21v:8080,14
phytozome-dev.jgi.doe.gov:8081,14
52.34.253.71,14
qlap26v:8080,14
jcvi06.tacc.utexas.edu,14
mug.platomics.com,14
bldr-tst-analysis-public-d,14
172.18.2.21,14
52.38.143.20,14
172.28.1.200,14
129.93.135.63,14
52.90.144.221,14
fs000.ad62.riken.jp:28080,14
104.197.32.231,14
watson.plantphys.umu.se:8098,14
schopsqa.pdx.aws,14
10.253.21.59,14
ec2-54-208-0-65.compute-1.amazonaws.com,14
pevzner.bioinformatics.nl:8008,14
192.168.101.123:8080,14
getdata.montp.inserm.fr,14
ec2-54-242-84-10.compute-1.amazonaws.com,14
ec2-54-198-161-223.compute-1.amazonaws.com,14
172.28.1.191:1002,14
10.41.9.110:3000,14
rtpdevcong.na.agrogroup.net,14
146.118.102.250,14
172.16.103.124,14
p00701:8443,14
jbrowse.crop-diversity.org,14
172.16.2.205:8080,14
tgcweb.cam.uchc.edu,13
rnaseq-sigenae.toulouse.inra.fr:9000,13
rnaseq-sigenae.toulouse.inra.fr:9050,13
afra.sbcs.qmul.ac.uk,13
